"username","gender","deg","betweeness","job_cat_simplified","year"
"aa1016","female",3,16.2554908979909,"Student",2018
"aanjum1","female",2,0,"Student",2018
"acori","female",10,33.274762982116,"Senior Lecturer / Reader",2018
"adehghan","male",22,1755.39712875253,"Senior Lecturer / Reader",2018
"aelosta","male",0,0,"Other",2018
"aghani","female",7,1696.83731342846,"Professor",2018
"agheorgh","male",0,0,"Other",2018
"agshaw","male",0,0,"Research Fellow",2018
"ah1514","male",5,154.728233608497,"Student",2018
"aheath","female",0,0,"Lecturer",2018
"ahheard","male",2,0,"Other",2018
"ahirose","female",0,0,"Other",2018
"ajcross1","female",6,0,"Professor",2018
"ajm108","female",1,0,"Research Fellow",2018
"alaverty","male",9,537.16902881465,"Senior Lecturer / Reader",2018
"alazzari","male",0,0,"Research Fellow",2018
"alf14","female",0,0,"Senior Lecturer / Reader",2018
"amajeed","male",23,3570.28275489871,"Professor",2018
"amyridak","male",3,0,"Research Assistant / Associate",2018
"aoliete","female",1,0,"Research Assistant / Associate",2018
"arao","male",3,0,"Research Assistant / Associate",2018
"arocabar","female",0,0,"Research Assistant / Associate",2018
"arodgers","male",4,5.31349206349206,"Other",2018
"asn01","female",2,134.21156694183,"Other",2018
"atremper","female",2,0,"Research Fellow",2018
"avallejo","male",4,0,"Research Fellow",2018
"bamoah","male",0,0,"Research Assistant / Associate",2018
"bbarratt","male",4,31.6239659755449,"Senior Lecturer / Reader",2018
"bbodinie","female",3,0,"Research Assistant / Associate",2018
"bd406","female",1,0,"Senior Lecturer / Reader",2018
"bgalindo","female",0,0,"Research Assistant / Associate",2018
"bhayhoe","male",5,5.5,"Lecturer",2018
"bneal","male",3,0.25,"Professor",2018
"bz113","male",11,0,"Research Fellow",2018
"ca1411","female",0,0,"Other",2018
"casteven","male",8,542.980196121961,"Other",2018
"cgale","male",4,155.5,"Professor",2018
"ch1812","female",2,0,"Research Assistant / Associate",2018
"chadjich","male",2,3,"Research Assistant / Associate",2018
"clill","female",5,0,"Lecturer",2018
"cmillett","male",9,442.233297409668,"Professor",2018
"cnk20","female",1,0,"Research Assistant / Associate",2018
"cpm14","female",3,0,"Research Assistant / Associate",2018
"cshen2","male",0,0,"Research Assistant / Associate",2018
"cvrinten","female",0,0,"Other",2018
"cwbatter","female",3,4.5,"Senior Lecturer / Reader",2018
"dashby1","female",5,241.466666666667,"Professor",2018
"daune","male",11,550.540878087055,"Research Assistant / Associate",2018
"dbell","male",2,0,"Professor",2018
"dchan","female",4,0,"Research Fellow",2018
"dchapko","female",0,0,"Research Fellow",2018
"dcmuller","male",8,8.04445970695971,"Senior Lecturer / Reader",2018
"ddajnak","male",5,5.54444444444444,"Other",2018
"dfecht","female",9,291.487969673945,"Senior Lecturer / Reader",2018
"dgreen3","male",3,155,"Research Fellow",2018
"dhargrea","male",4,155,"Senior Lecturer / Reader",2018
"dhaw","male",0,0,"Research Assistant / Associate",2018
"dipgill","male",2,0,"Research Fellow",2018
"dlaydon","male",2,0,"Research Assistant / Associate",2018
"drawaf","male",8,109.743641860089,"Other",2018
"dsb09","female",0,0,"Other",2018
"dvuckovi","female",10,11.1505949745652,"Lecturer",2018
"ecl106","male",1,0,"Research Assistant / Associate",2018
"edubois","female",1,0,"Research Assistant / Associate",2018
"eevangel","male",13,99.0179668479669,"Senior Lecturer / Reader",2018
"efalasch","female",2,0,"Other",2018
"eg1012","female",1,0,"Student",2018
"egregg","male",0,0,"Professor",2018
"ejauneik","female",0,0,"Research Fellow",2018
"emogun","female",0,0,"Lecturer",2018
"epp11","male",1,0,"Other",2018
"eriboli","male",19,216.379612154023,"Professor",2018
"eribolis","female",1,0,"Other",2018
"esherrar","female",3,0,"Research Fellow",2018
"ev107","female",6,209.547673775681,"Senior Lecturer / Reader",2018
"evolz","male",2,4,"Senior Lecturer / Reader",2018
"fa1309","female",1,0,"Research Assistant / Associate",2018
"fcowan","female",0,0,"Lecturer",2018
"fergnm","male",13,990.010243124035,"Professor",2018
"ffilippi","male",7,401.017079349223,"Senior Lecturer / Reader",2018
"fkelly1","male",11,989.768807245387,"Professor",2018
"fpiel","male",8,57.7,"Senior Lecturer / Reader",2018
"ga1609","female",2,0,"Research Assistant / Associate",2018
"gantonac","female",1,0,"Research Assistant / Associate",2018
"gkonstan","male",0,0,"Research Fellow",2018
"gmarkoza","male",2,0,"Research Assistant / Associate",2018
"gnedjati","female",9,25.0076923076924,"Research Assistant / Associate",2018
"gvashitz","male",1,0,"Research Fellow",2018
"hlai","female",0,0,"Research Fellow",2018
"how30","female",2,1,"Professor",2018
"hrb08","female",11,0,"Research Assistant / Associate",2018
"hsanikin","female",1,0,"Research Assistant / Associate",2018
"ht1212","female",2,0,"Other",2018
"ht306","male",1,0,"Lecturer",2018
"htaddese","male",1,0,"Other",2018
"htopazia","female",0,0,"Research Assistant / Associate",2018
"hwalton","female",4,0,"Senior Lecturer / Reader",2018
"hwatt","female",6,155,"Other",2018
"idorigat","female",12,98.4950815524344,"Senior Lecturer / Reader",2018
"imaikore","male",0,0,"Research Assistant / Associate",2018
"imb02","female",10,285.24126984127,"Lecturer",2018
"imudway","male",1,0,"Senior Lecturer / Reader",2018
"it409","female",1,0,"Student",2018
"itzoulak","female",14,170.558568149743,"Professor",2018
"jakello","female",0,0,"Research Assistant / Associate",2018
"jaw32","female",29,692.133749104082,"Other",2018
"jbruton","female",1,0,"Other",2018
"jc5","male",15,1106.22762813439,"Senior Lecturer / Reader",2018
"jcchambe","male",13,62.6459551902156,"Professor",2018
"jeliahoo","male",0,0,"Other",2018
"jrwillia","male",0,0,"Other",2018
"js6509","male",0,0,"Other",2018
"jsobieck","male",4,0,"Research Assistant / Associate",2018
"jwe08","male",3,0,"Senior Lecturer / Reader",2018
"jwebbe","male",2,0,"Lecturer",2018
"kaglago","male",1,0,"Research Assistant / Associate",2018
"kbelesov","female",0,0,"Senior Lecturer / Reader",2018
"kd1613","female",0,0,"Research Assistant / Associate",2018
"kekoru","male",1,0,"Research Fellow",2018
"kfoley","female",2,0,"Research Assistant / Associate",2018
"kgaythor","female",5,0,"Research Fellow",2018
"khauck","female",1,0,"Professor",2018
"kkatsouy","female",0,0,"Professor",2018
"kkray","male",5,155,"Professor",2018
"kp10","male",0,0,"Research Fellow",2018
"kr1012","female",0,0,"Research Fellow",2018
"ktsilidi","male",8,98.6747369756392,"Senior Lecturer / Reader",2018
"labar","female",4,0,"Other",2018
"lbarron","male",1,0,"Senior Lecturer / Reader",2018
"lbrookes","female",2,0,"Other",2018
"lchindel","male",0,0,"Lecturer",2018
"lcooper1","female",0,0,"Research Assistant / Associate",2018
"ldewa","female",1,0,"Research Fellow",2018
"ldowney","female",1,0,"Other",2018
"lkw14","female",1,0,"Other",2018
"llennox","female",2,1,"Other",2018
"lmiddlet","male",0,0,"Professor",2018
"lokell","female",1,0,"Senior Lecturer / Reader",2018
"lr","female",5,1751.77988102046,"Senior Lecturer / Reader",2018
"magb","female",3,0,"Professor",2018
"manuja","female",1,0,"Other",2018
"mbagueli","male",0,0,"Senior Lecturer / Reader",2018
"mboily","female",4,9,"Professor",2018
"mbt30","female",8,95.3065835042152,"Professor",2018
"mcfisher","male",6,192.743041023304,"Professor",2018
"mchadeau","male",13,128.529898724464,"Professor",2018
"mcross","female",1,0,"Other",2018
"meb33","male",0,0,"Professor",2018
"mezzati","male",11,0,"Professor",2018
"mgbasa","female",3,204.626002506266,"Professor",2018
"mgunter","male",19,300.270088344499,"Professor",2018
"mharris1","male",2,0,"Senior Lecturer / Reader",2018
"mhurley","male",0,0,"Other",2018
"mimead","male",0,0,"Other",2018
"mjk108","female",1,0,"Research Assistant / Associate",2018
"mkivipel","female",0,0,"Other",2018
"mmpeden","female",0,0,"Research Fellow",2018
"mpickles","male",0,0,"Research Fellow",2018
"mponssal","female",2,0,"Research Fellow",2018
"mrj30","female",10,11.1505949745652,"Professor",2018
"ms3416","female",4,0,"Research Assistant / Associate",2018
"msandhu","male",1,0,"Other",2018
"mt4511","female",4,0,"Other",2018
"mt5605","male",0,0,"Other",2018
"mweldegi","male",1,0,"Research Assistant / Associate",2018
"mwoodwar","male",19,2121.07164018542,"Professor",2018
"narinami","male",4,153,"Professor",2018
"ncg","male",4,208.863492063492,"Professor",2018
"ncrouche","male",1,0,"Senior Lecturer / Reader",2018
"nfaria","male",0,0,"Senior Lecturer / Reader",2018
"nmodi","female",5,524.2,"Professor",2018
"nrp30","male",15,603.786806457994,"Professor",2018
"nshoari","female",0,0,"Research Fellow",2018
"orobinso","male",6,163.425549450549,"Lecturer",2018
"pahanc","female",1,0,"Lecturer",2018
"pbaker","male",1,0,"Lecturer",2018
"pen30","male",31,929.024225294558,"Professor",2018
"pfroguel","male",14,66.4092294299601,"Professor",2018
"pgw06","male",3,64.0835848682907,"Senior Lecturer / Reader",2018
"ppa30","male",8,372.047507658035,"Professor",2018
"ps2414","female",2,0,"Research Fellow",2018
"psulliva","male",0,0,"Lecturer",2018
"pvineis","male",26,2873.67070712243,"Professor",2018
"pwhite","male",3,155,"Professor",2018
"pwinskil","male",4,4.66666666666667,"Research Fellow",2018
"rab97","male",12,205.991270230744,"Professor",2018
"rbs05","female",3,0,"Research Fellow",2018
"rcarrill","male",11,0,"Student",2018
"rcheke","male",2,0,"Professor",2018
"rfitzjoh","male",6,0.2,"Other",2018
"rhassanz","female",0,0,"Research Fellow",2018
"rjdossan","male",0,0,"Research Assistant / Associate",2018
"rjp10","male",1,0,"Other",2018
"rm2715","female",5,1429.41602641024,"Research Assistant / Associate",2018
"rmande","male",3,5,"Professor",2018
"rmma","male",3,0,"Research Assistant / Associate",2018
"rnb19","male",0,0,"Research Assistant / Associate",2018
"rnorton","female",4,24.3011904761905,"Other",2018
"rp4618","female",0,0,"Senior Lecturer / Reader",2018
"rpalladi","male",2,0,"Research Assistant / Associate",2018
"rsilhol","male",1,0,"Research Fellow",2018
"rverity","male",4,338.844444444444,"Research Fellow",2018
"sa3212","female",1,0,"Research Assistant / Associate",2018
"sa9611","female",7,9.1708707958708,"Research Fellow",2018
"sacook","female",0,0,"Research Fellow",2018
"sahmadia","female",0,0,"Lecturer",2018
"sajg","male",4,153,"Professor",2018
"sapeters","female",6,247.319420822515,"Lecturer",2018
"sbeevers","male",6,8.82063492063492,"Senior Lecturer / Reader",2018
"sberegi","male",0,0,"Research Assistant / Associate",2018
"schrista","female",0,0,"Research Fellow",2018
"scro","female",1,0,"Senior Lecturer / Reader",2018
"sevans3","female",1,0,"Other",2018
"sfinfer","male",0,0,"Other",2018
"sgreen2","male",0,0,"Other",2018
"sh411","female",2,0,"Other",2018
"shfarrel","male",1,0,"Other",2018
"siveroni","male",1,0,"Research Fellow",2018
"sjawad","female",1,0,"Other",2018
"sjbhatt","male",14,3304.88397358976,"Professor",2018
"sl2317","female",0,0,"Research Assistant / Associate",2018
"smacmaho","male",4,0.75,"Professor",2018
"sohanlon","male",3,141.193041023304,"Research Assistant / Associate",2018
"srawaf","male",10,409.921600088733,"Professor",2018
"sriley","male",12,1114.40076681603,"Professor",2018
"sruybal","female",0,0,"Research Assistant / Associate",2018
"ssaxena","female",12,691.260822228126,"Professor",2018
"ssb617","male",0,0,"Other",2018
"ssingh7","male",0,0,"Research Assistant / Associate",2018
"sw1011","female",1,0,"Lecturer",2018
"tb1009","male",1,0,"Research Fellow",2018
"tb1615","female",0,0,"Student",2018
"tbh03","male",5,888.892669172932,"Professor",2018
"tgarske","female",10,33.274762982116,"Senior Lecturer / Reader",2018
"th1312","male",4,68.1829206507778,"Lecturer",2018
"tjombart","male",9,14.7275641025641,"Senior Lecturer / Reader",2018
"tlee","female",2,0,"Other",2018
"tmukhtar","female",0,0,"Other",2018
"to715","female",2,0,"Research Fellow",2018
"tsc101","male",4,1,"Professor",2018
"tvu1","male",0,0,"Other",2018
"tw299","male",1,0,"Research Fellow",2018
"umahx99","male",11,0,"Other",2018
"umulla","female",2,0,"Other",2018
"vcorneli","female",1,0,"Professor",2018
"vjha","male",11,2247.33057088889,"Professor",2018
"vkarhune","male",7,0,"Research Assistant / Associate",2018
"vmarvin","female",0,0,"Other",2018
"vzuber","female",0,0,"Lecturer",2018
"wkwok","female",0,0,"Other",2018
"wrh1","male",8,0,"Other",2018
"yhan2","male",0,0,"Research Assistant / Associate",2018
"aa1016","female",4,232,"Student",2020
"aa29418","male",0,0,"Research Assistant / Associate",2020
"aanjum1","female",0,0,"Student",2020
"ack115","male",0,0,"Research Assistant / Associate",2020
"acn21","male",0,0,"Research Assistant / Associate",2020
"acori","female",20,29.9355557009746,"Senior Lecturer / Reader",2020
"ad3716","female",47,28.9296459596499,"Student",2020
"adehghan","male",25,150.343273759217,"Senior Lecturer / Reader",2020
"aelosta","male",2,232,"Other",2020
"ag4218","male",0,0,"Research Assistant / Associate",2020
"aghani","female",54,661.645210892738,"Professor",2020
"agheorgh","male",0,0,"Other",2020
"agshaw","male",3,0,"Research Fellow",2020
"ahartner","female",0,0,"Research Assistant / Associate",2020
"aheath","female",9,4.75235935456546,"Lecturer",2020
"ahheard","male",6,0,"Other",2020
"ahirose","female",0,0,"Other",2020
"ajcross1","female",13,245.686115289377,"Professor",2020
"ajm108","female",2,0,"Research Fellow",2020
"alaverty","male",9,102.778144288016,"Senior Lecturer / Reader",2020
"alazzari","male",0,0,"Research Fellow",2020
"alf14","female",1,0,"Senior Lecturer / Reader",2020
"amaini","female",3,0,"Other",2020
"amajeed","male",33,3477.11867754421,"Professor",2020
"amyridak","male",0,0,"Research Assistant / Associate",2020
"ansheeha","female",2,0,"Research Assistant / Associate",2020
"aoliete","female",1,0,"Research Assistant / Associate",2020
"apinhogo","female",3,0,"Other",2020
"aq17","female",3,0,"Other",2020
"arao","male",0,0,"Research Assistant / Associate",2020
"arocabar","female",5,1.31221022335153,"Research Assistant / Associate",2020
"arodgers","male",1,0,"Other",2020
"asn01","female",31,241.580009895234,"Other",2020
"atremper","female",3,0,"Research Fellow",2020
"avallejo","male",5,1.5,"Research Fellow",2020
"bad15","male",41,12.8891920494893,"Research Assistant / Associate",2020
"bbarratt","male",16,529.822516362592,"Senior Lecturer / Reader",2020
"bbodinie","female",12,3.54295369663017,"Research Assistant / Associate",2020
"bcollyer","male",1,0,"Research Assistant / Associate",2020
"bd406","female",3,0,"Senior Lecturer / Reader",2020
"bhayhoe","male",5,19.7661319162275,"Lecturer",2020
"bneal","male",14,1108.70655944495,"Professor",2020
"bparkes","male",6,1.81111111111111,"Research Assistant / Associate",2020
"bz113","male",14,39.5513818296713,"Research Fellow",2020
"bz2217","male",4,0,"Research Assistant / Associate",2020
"ca1411","female",6,0.2,"Other",2020
"casteven","male",4,0,"Other",2020
"cc3716","female",35,0.657620066817787,"Student",2020
"cchang1","female",6,0.5,"Research Fellow",2020
"ccrandel","female",2,0,"Research Assistant / Associate",2020
"cdesouza","male",2,0,"Research Assistant / Associate",2020
"cgale","male",5,2,"Professor",2020
"ch1812","female",3,0,"Research Assistant / Associate",2020
"chadjich","male",1,0,"Research Assistant / Associate",2020
"cjharve1","male",0,0,"Other",2020
"cku","male",0,0,"Research Assistant / Associate",2020
"clill","female",0,0,"Lecturer",2020
"cloots","female",11,65.5916720887689,"Research Fellow",2020
"cmillett","male",11,711.497298014686,"Professor",2020
"cnk20","female",1,0,"Research Assistant / Associate",2020
"crobb","female",9,0,"Research Assistant / Associate",2020
"cshen2","male",2,0,"Research Assistant / Associate",2020
"ctwumasi","male",0,0,"Other",2020
"cudeh","male",11,65.5916720887689,"Other",2020
"cuzzell","male",0,0,"Research Assistant / Associate",2020
"cvrinten","female",0,0,"Other",2020
"cwbatter","female",2,0,"Senior Lecturer / Reader",2020
"dashby1","female",7,232.2,"Professor",2020
"daune","male",13,23.9307485568305,"Research Assistant / Associate",2020
"dbell","male",5,6,"Professor",2020
"dchan","female",0,0,"Research Fellow",2020
"dcmuller","male",22,297.224609682116,"Senior Lecturer / Reader",2020
"ddajnak","male",7,8.52139264291434,"Other",2020
"ddasilva","male",4,18.6777873364029,"Research Assistant / Associate",2020
"devangel","male",6,1.08888888888889,"Research Fellow",2020
"dfecht","female",19,308.195762311805,"Senior Lecturer / Reader",2020
"dgreen3","male",6,27.7046224930152,"Research Fellow",2020
"dhargrea","male",4,0,"Senior Lecturer / Reader",2020
"dhaw","male",26,7.34201802625911,"Research Assistant / Associate",2020
"dipgill","male",12,108.385551462161,"Research Fellow",2020
"dlaydon","male",50,60.6130044571695,"Research Assistant / Associate",2020
"dnj13","male",39,88.9366376451978,"Research Assistant / Associate",2020
"do4517","female",25,0,"Other",2020
"drawaf","male",11,12.6976802693588,"Other",2020
"dsb09","female",3,0,"Other",2020
"dvuckovi","female",2,0,"Lecturer",2020
"ebourmpa","female",0,0,"Other",2020
"ecl106","male",2,0,"Research Assistant / Associate",2020
"eevangel","male",19,291.980021155024,"Senior Lecturer / Reader",2020
"efalasch","female",3,0,"Other",2020
"eg1012","female",3,0,"Student",2020
"egregg","male",13,0,"Professor",2020
"ejauneik","female",0,0,"Research Fellow",2020
"eknock","male",4,0,"Research Assistant / Associate",2020
"elp05","female",1,0,"Research Fellow",2020
"epp11","male",1,0,"Other",2020
"eriboli","male",23,597.608176907674,"Professor",2020
"erobbins","female",1,0,"Research Assistant / Associate",2020
"esherrar","female",32,9.78536960456061,"Research Fellow",2020
"et","female",1,0,"Research Fellow",2020
"ev107","female",7,18.8766874605399,"Senior Lecturer / Reader",2020
"evolz","male",42,845.388972036584,"Senior Lecturer / Reader",2020
"ewadding","male",1,0,"Other",2020
"fcowan","female",0,0,"Lecturer",2020
"fergnm","male",55,866.598065674014,"Professor",2020
"fferre15","female",3,0,"Research Assistant / Associate",2020
"ffilippi","male",8,267.57049105811,"Senior Lecturer / Reader",2020
"fg08","male",12,267.771309308226,"Senior Lecturer / Reader",2020
"fg314","male",0,0,"Research Fellow",2020
"fkelly1","male",21,1288.97026054492,"Professor",2020
"fpiel","male",8,6.00065640082996,"Senior Lecturer / Reader",2020
"ga1609","female",2,0,"Research Assistant / Associate",2020
"gchen4","male",1,0,"Research Assistant / Associate",2020
"gfuller1","male",7,152.943046697931,"Senior Lecturer / Reader",2020
"gkonstan","male",0,0,"Research Fellow",2020
"gmarkoza","male",4,0.408964646464646,"Research Assistant / Associate",2020
"gnedjati","female",50,60.6130044571695,"Research Assistant / Associate",2020
"gprice","male",11,65.5916720887689,"Other",2020
"gvashitz","male",12,731.783543821828,"Research Fellow",2020
"hd1212","male",0,0,"Other",2020
"hdaby","female",3,0,"Other",2020
"hlc17","female",45,44.5010017914862,"Research Assistant / Associate",2020
"how30","female",20,2572.88879980882,"Professor",2020
"hrappwri","female",2,0,"Research Assistant / Associate",2020
"hrb08","female",13,0,"Research Assistant / Associate",2020
"hsanikin","female",6,0,"Research Assistant / Associate",2020
"hskirrow","female",0,0,"Research Fellow",2020
"ht1212","female",50,60.6130044571695,"Other",2020
"ht306","male",0,0,"Lecturer",2020
"htaddese","male",0,0,"Other",2020
"htopazia","female",0,0,"Research Assistant / Associate",2020
"hunwin","female",49,57.7814780265182,"Research Fellow",2020
"hwalton","female",6,1.08888888888889,"Senior Lecturer / Reader",2020
"hwatt","female",2,0,"Other",2020
"hzhang6","male",8,133.969370017504,"Research Fellow",2020
"idorigat","female",48,30.2729829400444,"Senior Lecturer / Reader",2020
"ieh19","female",26,0,"Research Assistant / Associate",2020
"imaikore","male",10,0,"Research Assistant / Associate",2020
"imb02","female",32,0,"Lecturer",2020
"imudway","male",12,114.261003743256,"Senior Lecturer / Reader",2020
"itzoulak","female",27,553.838177926998,"Professor",2020
"jakello","female",0,0,"Research Assistant / Associate",2020
"jaw32","female",24,1779.18381641274,"Other",2020
"jbruton","female",1,0,"Other",2020
"jc5","male",21,1544.59800186559,"Senior Lecturer / Reader",2020
"jcchambe","male",7,1.3616452991453,"Professor",2020
"jchallen","male",10,0,"Research Assistant / Associate",2020
"jcp3818","female",3,0,"Research Assistant / Associate",2020
"je116","male",1,0,"Other",2020
"jeliahoo","male",0,0,"Other",2020
"jes213","female",21,0,"Research Assistant / Associate",2020
"jgoncalv","female",0,0,"Lecturer",2020
"jkelly1","female",1,0,"Research Fellow",2020
"jlevermo","male",2,0,"Research Assistant / Associate",2020
"jmurphy1","female",0,0,"Other",2020
"jnewberr","female",0,0,"Other",2020
"jwe08","male",43,79.710217697869,"Senior Lecturer / Reader",2020
"jwebbe","male",4,0,"Lecturer",2020
"kaglago","male",3,0,"Research Assistant / Associate",2020
"kahmadi","male",10,0.861904761904762,"Research Fellow",2020
"kbelesov","female",0,0,"Senior Lecturer / Reader",2020
"kd1613","female",5,342,"Research Assistant / Associate",2020
"kem22","female",0,0,"Research Assistant / Associate",2020
"kfoley","female",1,0,"Research Assistant / Associate",2020
"kgaythor","female",51,147.599494356159,"Research Fellow",2020
"khauck","female",32,233.74050061968,"Professor",2020
"kjfras16","male",19,0,"Research Assistant / Associate",2020
"kkatsouy","female",7,4.20119047619048,"Professor",2020
"kkray","male",6,571.5,"Professor",2020
"kmj19","female",0,0,"Other",2020
"knjones","female",3,0,"Other",2020
"kp10","male",43,261.248748170283,"Research Fellow",2020
"ksimpso3","female",0,0,"Research Assistant / Associate",2020
"ktng","male",2,0,"Research Assistant / Associate",2020
"ktsilidi","male",11,22.5579174665702,"Senior Lecturer / Reader",2020
"lbarron","male",2,0,"Senior Lecturer / Reader",2020
"lbrookes","female",1,0,"Other",2020
"lchindel","male",0,0,"Lecturer",2020
"lcooper1","female",43,15.7713199347008,"Research Assistant / Associate",2020
"ldewa","female",2,0,"Research Fellow",2020
"ldowney","female",0,0,"Other",2020
"lhaile","female",9,0,"Other",2020
"lkw14","female",46,138.422555162186,"Other",2020
"llennox","female",0,0,"Other",2020
"lmiddlet","male",14,890.433587168221,"Professor",2020
"lmoorhou","female",2,0,"Research Assistant / Associate",2020
"lokell","female",51,106.962119096806,"Senior Lecturer / Reader",2020
"lr","female",1,0,"Senior Lecturer / Reader",2020
"mad206","male",2,0,"Research Assistant / Associate",2020
"magb","female",14,1523.36870870882,"Professor",2020
"mbagueli","male",53,160.864540182483,"Senior Lecturer / Reader",2020
"mboily","female",5,234.914203612479,"Professor",2020
"mbt30","female",16,400.830363945821,"Professor",2020
"mc6515","female",3,0,"Research Assistant / Associate",2020
"mcd3218","male",0,0,"Student",2020
"mcfisher","male",1,0,"Professor",2020
"mchadeau","male",23,334.370337145851,"Professor",2020
"mdevilli","female",2,0,"Research Assistant / Associate",2020
"me2120","female",0,0,"Research Assistant / Associate",2020
"meb33","male",7,239.940909090909,"Professor",2020
"mebrown","female",0,0,"Other",2020
"mezzati","male",22,706.836062962605,"Professor",2020
"mgbasa","female",2,0,"Professor",2020
"mgunter","male",26,299.950033956584,"Professor",2020
"mharris1","male",7,381.535115512526,"Senior Lecturer / Reader",2020
"mhurley","male",0,0,"Other",2020
"mimead","male",0,0,"Other",2020
"mjk108","female",1,0,"Research Assistant / Associate",2020
"mkivipel","female",1,0,"Other",2020
"mmarin14","female",1,0,"Research Fellow",2020
"mmpeden","female",1,0,"Research Fellow",2020
"mpickles","male",32,110.526651853398,"Research Fellow",2020
"mpirani","female",1,0,"Lecturer",2020
"mponssal","female",28,88.1250601823006,"Research Fellow",2020
"mrao1","female",0,0,"Other",2020
"mrj30","female",25,411.92938682778,"Professor",2020
"ms3416","female",18,94.9689410432933,"Research Assistant / Associate",2020
"ms4617","male",1,0,"Student",2020
"msandhu","male",0,0,"Other",2020
"mt4511","female",2,0,"Other",2020
"mt5605","male",4,0,"Other",2020
"mw418","male",8,0.341399286987522,"Research Assistant / Associate",2020
"mweldegi","male",1,0,"Research Assistant / Associate",2020
"mwoodwar","male",21,1215.21193879813,"Professor",2020
"najohnso","male",4,690,"Research Fellow",2020
"narinami","male",32,87.4988932486478,"Professor",2020
"nc1115","female",0,0,"Research Assistant / Associate",2020
"ncg","male",43,354.049430878168,"Professor",2020
"ncrouche","male",2,232,"Senior Lecturer / Reader",2020
"ndutta","female",3,0,"Other",2020
"nfaria","male",2,0,"Senior Lecturer / Reader",2020
"nheadlan","female",4,0,"Other",2020
"nhthacke","female",3,0,"Other",2020
"nmodi","female",6,8,"Professor",2020
"nrp30","male",11,1449.8566233261,"Professor",2020
"ns6416","female",37,277.505921430794,"Research Assistant / Associate",2020
"nshoari","female",2,0,"Research Fellow",2020
"oboyd","female",39,10.6421801631521,"Research Assistant / Associate",2020
"ode14","male",31,1.36804692287848,"Other",2020
"orobinso","male",11,51.5424631175938,"Lecturer",2020
"pahanc","female",1,0,"Lecturer",2020
"pasaria","female",3,0,"Other",2020
"pattwoo1","female",1,0,"Research Assistant / Associate",2020
"pen30","male",54,8062.35732697465,"Professor",2020
"pfroguel","male",4,20.4248695846023,"Professor",2020
"pg2013","female",9,0,"Other",2020
"pgw06","male",48,71.5886279146858,"Senior Lecturer / Reader",2020
"pnair","female",0,0,"Research Assistant / Associate",2020
"ppa30","male",15,2014.59261611949,"Professor",2020
"ps2414","female",4,0.166666666666667,"Research Fellow",2020
"pvineis","male",32,1463.05725112191,"Professor",2020
"pwhite","male",26,1296.94757382166,"Professor",2020
"pwinskil","male",48,530.727200907738,"Research Fellow",2020
"rab97","male",14,1395.60793311931,"Professor",2020
"ralfano","female",3,0,"Other",2020
"rbs05","female",6,0,"Research Fellow",2020
"rcarrill","male",13,0,"Student",2020
"rcheke","male",0,0,"Professor",2020
"rfitzjoh","male",50,60.6130044571695,"Other",2020
"rhassanz","female",0,0,"Research Fellow",2020
"rjdossan","male",0,0,"Research Assistant / Associate",2020
"rjp10","male",2,0,"Other",2020
"rjs11","male",0,0,"Research Assistant / Associate",2020
"rmande","male",4,921,"Professor",2020
"rmma","male",2,0,"Research Assistant / Associate",2020
"rnb19","male",0,0,"Research Assistant / Associate",2020
"rnorton","female",3,30.8568607318607,"Other",2020
"ro122","male",0,0,"Other",2020
"rp4618","female",2,0,"Senior Lecturer / Reader",2020
"rpalladi","male",15,214.44268079825,"Research Assistant / Associate",2020
"rparekh","male",0,0,"Other",2020
"rsilhol","male",1,0,"Research Fellow",2020
"rverity","male",50,76.1783175023123,"Research Fellow",2020
"rwilson1","female",0,0,"Research Fellow",2020
"sa9611","female",5,0,"Research Fellow",2020
"sacook","female",0,0,"Research Fellow",2020
"sahmadia","female",9,0,"Lecturer",2020
"sajg","male",5,2.65926961926962,"Professor",2020
"sapeters","female",6,29.9892101135579,"Lecturer",2020
"sbeevers","male",11,315.059532963429,"Senior Lecturer / Reader",2020
"schrista","female",9,4.75235935456546,"Research Fellow",2020
"scro","female",5,1594,"Senior Lecturer / Reader",2020
"sd3616","female",1,0,"Other",2020
"sfinfer","male",0,0,"Other",2020
"sgnani","female",1,0,"Other",2020
"siveroni","male",35,1.19436198432057,"Research Fellow",2020
"sjbhatt","male",52,1533.1999552302,"Professor",2020
"sjh216","female",41,22.1034559630008,"Other",2020
"skang4","female",0,0,"Research Assistant / Associate",2020
"sl2317","female",0,0,"Research Assistant / Associate",2020
"smacmaho","male",2,0,"Professor",2020
"sr2312","female",2,0,"Student",2020
"srawaf","male",12,244.697680269359,"Professor",2020
"sriley","male",48,7256.14987958411,"Professor",2020
"sruybal","female",0,0,"Research Assistant / Associate",2020
"ssakondi","female",4,0,"Research Assistant / Associate",2020
"ssaxena","female",19,2392.10310151682,"Professor",2020
"ssb617","male",7,0,"Other",2020
"ssingh7","male",0,0,"Research Assistant / Associate",2020
"svalente","female",0,0,"Research Assistant / Associate",2020
"svanelsl","female",50,60.6130044571695,"Other",2020
"sw1011","female",2,0,"Lecturer",2020
"tb1009","male",3,572.717143506798,"Research Fellow",2020
"tb1614","male",10,25.3718113468593,"Research Fellow",2020
"tb1615","female",2,0,"Student",2020
"tbh03","male",49,849.323139656407,"Professor",2020
